,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
1303,1,Brasil,2,%,100.0,1,Brasil,202103,3º trimestre 2021,4108,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1304,1,Brasil,2,%,-,1,Brasil,202103,3º trimestre 2021,4109,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1305,1,Brasil,1572,Mil pessoas,13453,1,Brasil,202103,3º trimestre 2021,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1306,1,Brasil,2,%,1.2,1,Brasil,202103,3º trimestre 2021,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1307,1,Brasil,2,%,100.0,1,Brasil,202103,3º trimestre 2021,4110,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1308,1,Brasil,2,%,-,1,Brasil,202103,3º trimestre 2021,4111,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1309,1,Brasil,1572,Mil pessoas,65456,1,Brasil,202103,3º trimestre 2021,4094,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1310,1,Brasil,2,%,0.3,1,Brasil,202103,3º trimestre 2021,4095,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1311,1,Brasil,2,%,100.0,1,Brasil,202103,3º trimestre 2021,4112,"Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1312,1,Brasil,2,%,-,1,Brasil,202103,3º trimestre 2021,4113,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1313,1,Brasil,2,%,61.9,1,Brasil,202103,3º trimestre 2021,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1314,1,Brasil,2,%,0.2,1,Brasil,202103,3º trimestre 2021,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1315,1,Brasil,2,%,54.1,1,Brasil,202103,3º trimestre 2021,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1316,1,Brasil,2,%,0.2,1,Brasil,202103,3º trimestre 2021,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1317,1,Brasil,2,%,7.8,1,Brasil,202103,3º trimestre 2021,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1318,1,Brasil,2,%,1.2,1,Brasil,202103,3º trimestre 2021,4102,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1319,1,Brasil,2,%,12.6,1,Brasil,202103,3º trimestre 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1320,1,Brasil,2,%,1.1,1,Brasil,202103,3º trimestre 2021,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1321,1,Brasil,2,%,40.6,1,Brasil,202103,3º trimestre 2021,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1322,1,Brasil,2,%,0.5,1,Brasil,202103,3º trimestre 2021,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1323,1,Brasil,1572,Mil pessoas,37709,1,Brasil,202103,3º trimestre 2021,4723,"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1324,1,Brasil,2,%,0.5,1,Brasil,202103,3º trimestre 2021,4724,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1325,1,Brasil,2,%,100.0,1,Brasil,202103,3º trimestre 2021,4726,"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1326,1,Brasil,2,%,-,1,Brasil,202103,3º trimestre 2021,4774,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1327,1,Brasil,1572,Mil pessoas,172283,1,Brasil,202104,4º trimestre 2021,1641,Pessoas de 14 anos ou mais de idade,6794,Total
1328,1,Brasil,2,%,0.0,1,Brasil,202104,4º trimestre 2021,4087,Coeficiente de variação - Pessoas de 14 anos ou mais de idade,6794,Total
1329,1,Brasil,2,%,100.0,1,Brasil,202104,4º trimestre 2021,4104,Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
1330,1,Brasil,2,%,-,1,Brasil,202104,4º trimestre 2021,4105,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
1331,1,Brasil,1572,Mil pessoas,107758,1,Brasil,202104,4º trimestre 2021,4088,"Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1332,1,Brasil,2,%,0.2,1,Brasil,202104,4º trimestre 2021,4089,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1333,1,Brasil,2,%,100.0,1,Brasil,202104,4º trimestre 2021,4106,"Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1334,1,Brasil,2,%,-,1,Brasil,202104,4º trimestre 2021,4107,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1335,1,Brasil,1572,Mil pessoas,95747,1,Brasil,202104,4º trimestre 2021,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1336,1,Brasil,2,%,0.2,1,Brasil,202104,4º trimestre 2021,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1337,1,Brasil,2,%,100.0,1,Brasil,202104,4º trimestre 2021,4108,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1338,1,Brasil,2,%,-,1,Brasil,202104,4º trimestre 2021,4109,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1339,1,Brasil,1572,Mil pessoas,12011,1,Brasil,202104,4º trimestre 2021,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1340,1,Brasil,2,%,1.1,1,Brasil,202104,4º trimestre 2021,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1341,1,Brasil,2,%,100.0,1,Brasil,202104,4º trimestre 2021,4110,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1342,1,Brasil,2,%,-,1,Brasil,202104,4º trimestre 2021,4111,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1343,1,Brasil,1572,Mil pessoas,64525,1,Brasil,202104,4º trimestre 2021,4094,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1344,1,Brasil,2,%,0.3,1,Brasil,202104,4º trimestre 2021,4095,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1345,1,Brasil,2,%,100.0,1,Brasil,202104,4º trimestre 2021,4112,"Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1346,1,Brasil,2,%,-,1,Brasil,202104,4º trimestre 2021,4113,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1347,1,Brasil,2,%,62.5,1,Brasil,202104,4º trimestre 2021,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1348,1,Brasil,2,%,0.2,1,Brasil,202104,4º trimestre 2021,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1349,1,Brasil,2,%,55.6,1,Brasil,202104,4º trimestre 2021,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1350,1,Brasil,2,%,0.2,1,Brasil,202104,4º trimestre 2021,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1351,1,Brasil,2,%,7.0,1,Brasil,202104,4º trimestre 2021,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1352,1,Brasil,2,%,1.1,1,Brasil,202104,4º trimestre 2021,4102,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1353,1,Brasil,2,%,11.1,1,Brasil,202104,4º trimestre 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1354,1,Brasil,2,%,1.1,1,Brasil,202104,4º trimestre 2021,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1355,1,Brasil,2,%,40.7,1,Brasil,202104,4º trimestre 2021,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1356,1,Brasil,2,%,0.5,1,Brasil,202104,4º trimestre 2021,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1357,1,Brasil,1572,Mil pessoas,38945,1,Brasil,202104,4º trimestre 2021,4723,"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1358,1,Brasil,2,%,0.5,1,Brasil,202104,4º trimestre 2021,4724,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1359,1,Brasil,2,%,100.0,1,Brasil,202104,4º trimestre 2021,4726,"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1360,1,Brasil,2,%,-,1,Brasil,202104,4º trimestre 2021,4774,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1361,1,Brasil,1572,Mil pessoas,172678,1,Brasil,202201,1º trimestre 2022,1641,Pessoas de 14 anos ou mais de idade,6794,Total
1362,1,Brasil,2,%,0.0,1,Brasil,202201,1º trimestre 2022,4087,Coeficiente de variação - Pessoas de 14 anos ou mais de idade,6794,Total
1363,1,Brasil,2,%,100.0,1,Brasil,202201,1º trimestre 2022,4104,Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
1364,1,Brasil,2,%,-,1,Brasil,202201,1º trimestre 2022,4105,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
1365,1,Brasil,1572,Mil pessoas,107224,1,Brasil,202201,1º trimestre 2022,4088,"Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1366,1,Brasil,2,%,0.2,1,Brasil,202201,1º trimestre 2022,4089,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1367,1,Brasil,2,%,100.0,1,Brasil,202201,1º trimestre 2022,4106,"Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1368,1,Brasil,2,%,-,1,Brasil,202201,1º trimestre 2022,4107,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1369,1,Brasil,1572,Mil pessoas,95275,1,Brasil,202201,1º trimestre 2022,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1370,1,Brasil,2,%,0.2,1,Brasil,202201,1º trimestre 2022,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1371,1,Brasil,2,%,100.0,1,Brasil,202201,1º trimestre 2022,4108,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1372,1,Brasil,2,%,-,1,Brasil,202201,1º trimestre 2022,4109,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1373,1,Brasil,1572,Mil pessoas,11949,1,Brasil,202201,1º trimestre 2022,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1374,1,Brasil,2,%,1.0,1,Brasil,202201,1º trimestre 2022,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1375,1,Brasil,2,%,100.0,1,Brasil,202201,1º trimestre 2022,4110,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1376,1,Brasil,2,%,-,1,Brasil,202201,1º trimestre 2022,4111,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1377,1,Brasil,1572,Mil pessoas,65454,1,Brasil,202201,1º trimestre 2022,4094,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1378,1,Brasil,2,%,0.3,1,Brasil,202201,1º trimestre 2022,4095,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1379,1,Brasil,2,%,100.0,1,Brasil,202201,1º trimestre 2022,4112,"Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1380,1,Brasil,2,%,-,1,Brasil,202201,1º trimestre 2022,4113,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1381,1,Brasil,2,%,62.1,1,Brasil,202201,1º trimestre 2022,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1382,1,Brasil,2,%,0.2,1,Brasil,202201,1º trimestre 2022,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1383,1,Brasil,2,%,55.2,1,Brasil,202201,1º trimestre 2022,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1384,1,Brasil,2,%,0.2,1,Brasil,202201,1º trimestre 2022,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1385,1,Brasil,2,%,6.9,1,Brasil,202201,1º trimestre 2022,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1386,1,Brasil,2,%,1.0,1,Brasil,202201,1º trimestre 2022,4102,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1387,1,Brasil,2,%,11.1,1,Brasil,202201,1º trimestre 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1388,1,Brasil,2,%,1.0,1,Brasil,202201,1º trimestre 2022,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1389,1,Brasil,2,%,40.1,1,Brasil,202201,1º trimestre 2022,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1390,1,Brasil,2,%,0.5,1,Brasil,202201,1º trimestre 2022,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1391,1,Brasil,1572,Mil pessoas,38203,1,Brasil,202201,1º trimestre 2022,4723,"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1392,1,Brasil,2,%,0.6,1,Brasil,202201,1º trimestre 2022,4724,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1393,1,Brasil,2,%,100.0,1,Brasil,202201,1º trimestre 2022,4726,"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1394,1,Brasil,2,%,-,1,Brasil,202201,1º trimestre 2022,4774,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1395,1,Brasil,1572,Mil pessoas,173068,1,Brasil,202202,2º trimestre 2022,1641,Pessoas de 14 anos ou mais de idade,6794,Total
1396,1,Brasil,2,%,0.0,1,Brasil,202202,2º trimestre 2022,4087,Coeficiente de variação - Pessoas de 14 anos ou mais de idade,6794,Total
1397,1,Brasil,2,%,100.0,1,Brasil,202202,2º trimestre 2022,4104,Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
1398,1,Brasil,2,%,-,1,Brasil,202202,2º trimestre 2022,4105,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
1399,1,Brasil,1572,Mil pessoas,108349,1,Brasil,202202,2º trimestre 2022,4088,"Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1400,1,Brasil,2,%,0.2,1,Brasil,202202,2º trimestre 2022,4089,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1401,1,Brasil,2,%,100.0,1,Brasil,202202,2º trimestre 2022,4106,"Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1402,1,Brasil,2,%,-,1,Brasil,202202,2º trimestre 2022,4107,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1403,1,Brasil,1572,Mil pessoas,98269,1,Brasil,202202,2º trimestre 2022,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1404,1,Brasil,2,%,0.2,1,Brasil,202202,2º trimestre 2022,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1405,1,Brasil,2,%,100.0,1,Brasil,202202,2º trimestre 2022,4108,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1406,1,Brasil,2,%,-,1,Brasil,202202,2º trimestre 2022,4109,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1407,1,Brasil,1572,Mil pessoas,10080,1,Brasil,202202,2º trimestre 2022,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1408,1,Brasil,2,%,1.1,1,Brasil,202202,2º trimestre 2022,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1409,1,Brasil,2,%,100.0,1,Brasil,202202,2º trimestre 2022,4110,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1410,1,Brasil,2,%,-,1,Brasil,202202,2º trimestre 2022,4111,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1411,1,Brasil,1572,Mil pessoas,64719,1,Brasil,202202,2º trimestre 2022,4094,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1412,1,Brasil,2,%,0.3,1,Brasil,202202,2º trimestre 2022,4095,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1413,1,Brasil,2,%,100.0,1,Brasil,202202,2º trimestre 2022,4112,"Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1414,1,Brasil,2,%,-,1,Brasil,202202,2º trimestre 2022,4113,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1415,1,Brasil,2,%,62.6,1,Brasil,202202,2º trimestre 2022,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1416,1,Brasil,2,%,0.2,1,Brasil,202202,2º trimestre 2022,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1417,1,Brasil,2,%,56.8,1,Brasil,202202,2º trimestre 2022,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1418,1,Brasil,2,%,0.2,1,Brasil,202202,2º trimestre 2022,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1419,1,Brasil,2,%,5.8,1,Brasil,202202,2º trimestre 2022,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1420,1,Brasil,2,%,1.1,1,Brasil,202202,2º trimestre 2022,4102,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1421,1,Brasil,2,%,9.3,1,Brasil,202202,2º trimestre 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1422,1,Brasil,2,%,1.1,1,Brasil,202202,2º trimestre 2022,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1423,1,Brasil,2,%,40.0,1,Brasil,202202,2º trimestre 2022,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1424,1,Brasil,2,%,0.5,1,Brasil,202202,2º trimestre 2022,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1425,1,Brasil,1572,Mil pessoas,39286,1,Brasil,202202,2º trimestre 2022,4723,"Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1426,1,Brasil,2,%,0.6,1,Brasil,202202,2º trimestre 2022,4724,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1427,1,Brasil,2,%,100.0,1,Brasil,202202,2º trimestre 2022,4726,"Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1428,1,Brasil,2,%,-,1,Brasil,202202,2º trimestre 2022,4774,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas, em situação de informalidade, na semana de referência",6794,Total
1429,1,Brasil,1572,Mil pessoas,173457,1,Brasil,202203,3º trimestre 2022,1641,Pessoas de 14 anos ou mais de idade,6794,Total
1430,1,Brasil,2,%,0.0,1,Brasil,202203,3º trimestre 2022,4087,Coeficiente de variação - Pessoas de 14 anos ou mais de idade,6794,Total
1431,1,Brasil,2,%,100.0,1,Brasil,202203,3º trimestre 2022,4104,Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
1432,1,Brasil,2,%,-,1,Brasil,202203,3º trimestre 2022,4105,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade,6794,Total
1433,1,Brasil,1572,Mil pessoas,108729,1,Brasil,202203,3º trimestre 2022,4088,"Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1434,1,Brasil,2,%,0.2,1,Brasil,202203,3º trimestre 2022,4089,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1435,1,Brasil,2,%,100.0,1,Brasil,202203,3º trimestre 2022,4106,"Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1436,1,Brasil,2,%,-,1,Brasil,202203,3º trimestre 2022,4107,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho, na semana de referência",6794,Total
1437,1,Brasil,1572,Mil pessoas,99269,1,Brasil,202203,3º trimestre 2022,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1438,1,Brasil,2,%,0.2,1,Brasil,202203,3º trimestre 2022,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1439,1,Brasil,2,%,100.0,1,Brasil,202203,3º trimestre 2022,4108,Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1440,1,Brasil,2,%,-,1,Brasil,202203,3º trimestre 2022,4109,Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
1441,1,Brasil,1572,Mil pessoas,9460,1,Brasil,202203,3º trimestre 2022,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1442,1,Brasil,2,%,1.1,1,Brasil,202203,3º trimestre 2022,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1443,1,Brasil,2,%,100.0,1,Brasil,202203,3º trimestre 2022,4110,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1444,1,Brasil,2,%,-,1,Brasil,202203,3º trimestre 2022,4111,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6794,Total
1445,1,Brasil,1572,Mil pessoas,64729,1,Brasil,202203,3º trimestre 2022,4094,"Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1446,1,Brasil,2,%,0.3,1,Brasil,202203,3º trimestre 2022,4095,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1447,1,Brasil,2,%,100.0,1,Brasil,202203,3º trimestre 2022,4112,"Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1448,1,Brasil,2,%,-,1,Brasil,202203,3º trimestre 2022,4113,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, fora da força de trabalho, na semana de referência",6794,Total
1449,1,Brasil,2,%,62.7,1,Brasil,202203,3º trimestre 2022,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1450,1,Brasil,2,%,0.2,1,Brasil,202203,3º trimestre 2022,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1451,1,Brasil,2,%,57.2,1,Brasil,202203,3º trimestre 2022,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1452,1,Brasil,2,%,0.2,1,Brasil,202203,3º trimestre 2022,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1453,1,Brasil,2,%,5.5,1,Brasil,202203,3º trimestre 2022,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1454,1,Brasil,2,%,1.1,1,Brasil,202203,3º trimestre 2022,4102,"Coeficiente de variação - Nível de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1455,1,Brasil,2,%,8.7,1,Brasil,202203,3º trimestre 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1456,1,Brasil,2,%,1.1,1,Brasil,202203,3º trimestre 2022,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",6794,Total
1457,1,Brasil,2,%,39.4,1,Brasil,202203,3º trimestre 2022,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,6794,Total
